Issue Type,Issue key,Issue id,Summary,Assignee,Assignee Id,Status,Created,Custom field (Equipe Dédiée),Custom field (Criticité),Custom field (Eng. Documentation),Custom field (Engagement DIAGNOSTIC),Custom field (Engagement CR),Custom field (Engagement TEST),Custom field (Eng. TEST Supplémentaire),Custom field (Eng. Vérification données),Custom field (Eng. Test P3),Custom field (Eng. Test P2),Custom field (Eng. Test P1),Custom field (Team),Σ Remaining Estimate,Σ Original Estimate,Custom field (Estimation Test),Remaining Estimate,Original estimate,Resolved,Custom field (Story point estimate),Custom field (Story Points),Custom field (Development),Custom field (Eng. Développement P1),Custom field (Eng. Développement P2),Custom field (Eng. Développement P3),Custom field (Engagement DÉVELOPPEMENT),Custom field (Provoqué Par),Custom field (Provoqué Par)Id,Custom field (Scope),Reporter,Reporter Id
Support,AWA-11693,55355,[Libye] Correction et Recalcul des Commandes en devise /  en cours siège non payée,Wael Dghaies,6149e14a72728e006f96a35e,Déployé,04/Nov/25 1:47 PM,équipe support et maintenance,,,,15,,,,,,,,7200,7200,,7200,7200,04/Nov/25 6:20 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-11-04T17:02:24.502+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,165,,,Demandes support récurrentes,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Support,AWA-11692,55350,"[CI] : Insertion bon d'achat dans le système / Challenge ""Road to Togo""",oussama ferjani,712020:6ab35850-0ac4-44c8-ac4b-8dc7b0c015d6,Terminé,04/Nov/25 11:54 AM,équipe support et maintenance,,,,5m,,,,,,,,1200,1200,,1200,1200,05/Nov/25 4:48 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-11-05T16:44:40.612+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,15,,,Demandes support récurrentes,Sirine Boubaker,5f06f55107efc40028e47d60
Support,AWA-11690,55341,[TN]Annuler le paiement coté fournisseur de la cmd : 7711211 ,Nacer Benkhalifa,712020:de263b22-2db5-420a-a2d2-051a4e34a2e4,Terminé,04/Nov/25 8:52 AM,équipe support et maintenance,,,5m,5,,,,,,,,600,600,,600,600,04/Nov/25 9:04 AM,,,{},,,,5m,,,Demandes support récurrentes,Sirine Boubaker,5f06f55107efc40028e47d60
Support,AWA-11689,55339,[Algérie] Correction des MLM + chiffres équipe DZ114431361 / Demande sadok,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Terminé,04/Nov/25 8:43 AM,équipe support et maintenance,,,,5,,,,,,,,7200,7200,,7200,7200,07/Nov/25 11:40 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2025-11-06T15:58:54.759+0100"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,120,,,Demandes support récurrentes,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Bug,AWA-11688,55317,[Challenge Club]: Listing suivi challenge Club ,oussama ferjani,712020:6ab35850-0ac4-44c8-ac4b-8dc7b0c015d6,Déployé,03/Nov/25 2:54 PM,équipe support et maintenance,🟠 Majeur,,2h,5m,,,,,,,,7200,7200,,7200,7200,07/Nov/25 10:42 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-11-07T11:13:13.303+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,30,oussama ferjani,712020:6ab35850-0ac4-44c8-ac4b-8dc7b0c015d6,Challenge des Clubs,Sirine Boubaker,5f06f55107efc40028e47d60
Improvement,AWA-11687,55316,[BonusBox] Mettre en place une logique d’affichage et de validation autour de l’option de transfert bancaire,oussama ferjani,712020:6ab35850-0ac4-44c8-ac4b-8dc7b0c015d6,Terminé,03/Nov/25 2:43 PM,équipe support et maintenance,,,,30,,,,,,,,72000,72000,,72000,72000,01/Dec/25 10:28 AM,,,{},,,,19h,,,Bonus Box,oussama ferjani,712020:6ab35850-0ac4-44c8-ac4b-8dc7b0c015d6
Support,AWA-11684,55297,Attribution code à barre  🇹🇳 ,Haythem Ben Khlifa,712020:638f1130-b998-4f2a-8828-0465fc109e6e,Terminé,03/Nov/25 9:56 AM,équipe support et maintenance,,,,1m,,,,,,,,3600,3600,,3600,3600,13/Nov/25 8:24 AM,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-11-03T17:13:21.000+0100"",""dataType"":""repository""},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,1h,,,Demandes support récurrentes,Habib Dhahak,602996a97b23f40068416aa1
Support,AWA-11683,55293,[Algérie] : Gratuité de frais de transport en Algérie pendant Novembre 2025,oussama ferjani,712020:6ab35850-0ac4-44c8-ac4b-8dc7b0c015d6,Terminé,03/Nov/25 9:32 AM,équipe support et maintenance,,,,5m,,,,,,,,2400,2400,,2400,2400,04/Nov/25 12:08 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-11-03T16:48:17.502+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,40,,,Demandes support récurrentes,Sirine Boubaker,5f06f55107efc40028e47d60
Support,AWA-11682,55286,[Tunisie] : Suppression chèque 70% pour staff,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Déployé,03/Nov/25 8:22 AM,équipe support et maintenance,,,,5,,,,,,,,900,900,,900,900,04/Nov/25 4:04 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-11-03T15:56:44.512+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,15,,,Demandes support récurrentes,Sirine Boubaker,5f06f55107efc40028e47d60
Support,AWA-11681,55235,Tunisie- algérié-Libye- CI - BF : Masquage des challenge sur prod,Wael Dghaies,6149e14a72728e006f96a35e,Déployé,01/Nov/25 11:25 AM,équipe support et maintenance,,,,2,,,,,,,,1800,1800,,1800,1800,03/Nov/25 3:15 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-11-03T15:08:22.881+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,30,,,Demandes support récurrentes,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Support,AWA-11680,55234,Liste des conseillers à débloquer ,Nacer Benkhalifa,712020:de263b22-2db5-420a-a2d2-051a4e34a2e4,Terminé,01/Nov/25 9:46 AM,équipe support et maintenance,,,0,5,,,,,,,,600,600,,600,600,01/Nov/25 10:35 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-11-01T10:15:35.966+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,10m,,,Demandes support récurrentes,Habib Dhahak,602996a97b23f40068416aa1
Support,AWA-11679,55233,[lIBYE] ajout MODE DE paiement prime / coté admin,Nacer Benkhalifa,712020:de263b22-2db5-420a-a2d2-051a4e34a2e4,Terminé,01/Nov/25 9:09 AM,équipe support et maintenance,,,5,10,,,,,,,,300,300,,300,300,19/Dec/25 5:02 PM,,,{},,,,5,,,Demandes support récurrentes,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Improvement,AWA-11677,55229,[AMÉLIORATION UX/UI] - Modal Configuration Bonus,oussama ferjani,712020:6ab35850-0ac4-44c8-ac4b-8dc7b0c015d6,Terminé,31/Oct/25 12:05 PM,équipe support et maintenance,,,,10m,,,,,,,,10800,10800,,10800,10800,01/Dec/25 10:28 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2025-11-18T10:10:59.673+0100"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,170,,,Bonus Box,oussama ferjani,712020:6ab35850-0ac4-44c8-ac4b-8dc7b0c015d6
Support,AWA-11676,55228,"[BF- CI] : Insertion bon d'achats dans le système / Challenge ""Road to Togo""",Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Terminé,31/Oct/25 9:42 AM,équipe support et maintenance,,,5,5,,,,,,,,3600,3600,,3600,3600,01/Nov/25 11:13 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-11-01T09:14:53.329+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,30,,,Demandes support récurrentes,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Bug,AWA-11675,55227,[Tous pays] : Paiement commande sur une facture avoir,souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15,En attente de validation,31/Oct/25 9:27 AM,équipe support et maintenance,,,,5,,,,,,,,7200,7200,,7200,7200,,,,"{pullrequest={dataType=pullrequest, state=OPEN, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-02-26T13:16:38.279+0100"",""stateCount"":1,""state"":""OPEN"",""dataType"":""pullrequest"",""open"":true},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,45,,,,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Task,AWA-11674,55226,[ADAPTATION] – Révision des champs et de la logique du tableau d’informations de la Bonus Box et de la vérification RIB,oussama ferjani,712020:6ab35850-0ac4-44c8-ac4b-8dc7b0c015d6,Terminé,31/Oct/25 9:18 AM,équipe support et maintenance,,,,30m,,,,,,,,7200,7200,,7200,7200,13/Nov/25 3:15 PM,,,"{pullrequest={dataType=pullrequest, state=DECLINED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-11-11T11:10:33.136+0100"",""stateCount"":1,""state"":""DECLINED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,120,,,Bonus Box,oussama ferjani,712020:6ab35850-0ac4-44c8-ac4b-8dc7b0c015d6
Support,AWA-11673,55225,[Export calcul + challenge]  - SUPPRESSION ADRESSE MAIL,Wael Dghaies,6149e14a72728e006f96a35e,Déployé,31/Oct/25 8:46 AM,équipe support et maintenance,,,,5,,,,,,,,1800,1800,,1800,1800,01/Nov/25 8:50 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-10-31T14:56:57.361+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,30,,,Demandes support récurrentes,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Exigence,AWA-11671,55222,[MIGRATION] - Mise à jour de l’intégration SATIM vers la nouvelle plateforme EPG,oussama ferjani,712020:6ab35850-0ac4-44c8-ac4b-8dc7b0c015d6,Terminé,31/Oct/25 8:19 AM,équipe support et maintenance,,,,0,,,,,,,,7200,7200,,7200,7200,01/Nov/25 8:37 AM,,,"{pullrequest={dataType=pullrequest, state=DECLINED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-01-08T15:56:50.874+0100"",""stateCount"":1,""state"":""DECLINED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,120,,,Mise à jour de l’intégration SATIM,oussama ferjani,712020:6ab35850-0ac4-44c8-ac4b-8dc7b0c015d6
Support,AWA-11670,55221,[TN] : AC Boost +12% / 02 au 12 novembre 2025,Wael Dghaies,6149e14a72728e006f96a35e,Déployé,31/Oct/25 8:12 AM,équipe support et maintenance,,,,5,,,,,,,,1200,1200,,1200,1200,31/Oct/25 8:58 AM,,,"{branch={count=1, dataType=branch}, json={""cachedValue"":{""errors"":[],""summary"":{""branch"":{""overall"":{""count"":1,""lastUpdated"":""2025-10-30T17:14:20.000+0100"",""dataType"":""branch""},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,20,,,Demandes support récurrentes,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Story,AWA-11669,55220,[BonusBox] Gestion du seuil minimal d’utilisation du Bonus Box,Haythem Ben Khlifa,712020:638f1130-b998-4f2a-8828-0465fc109e6e,Terminé,31/Oct/25 8:09 AM,équipe support et maintenance,,,,5m,,,,,,,,57600,57600,,57600,57600,28/Nov/25 3:55 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-11-14T16:28:26.456+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,7h,,,Bonus Box,RIADH REZIG,557058:8923b8db-d348-4312-899b-d627ba94cfed
Story,AWA-11668,55219,[BonusBox] Export et génération d'état de paie,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Déployé,31/Oct/25 7:45 AM,équipe support et maintenance,,,,5h,,,,,,,,28800,28800,,28800,28800,13/Jan/26 8:14 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=6}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":6,""lastUpdated"":""2025-11-25T10:55:18.938+0100"",""stateCount"":6,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":6,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,2400,,,Bonus Box,RIADH REZIG,557058:8923b8db-d348-4312-899b-d627ba94cfed
Support,AWA-11667,55213,[Libye] Annulation paiement / Facture avoir CN°8209028,Nacer Benkhalifa,712020:de263b22-2db5-420a-a2d2-051a4e34a2e4,Terminé,30/Oct/25 1:42 PM,équipe support et maintenance,,,5,5,,,,,,,,600,600,,600,600,31/Oct/25 4:57 PM,,,{},,,,5,,,Demandes support récurrentes,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Support,AWA-11666,55212,[Calcul octobre 2025]Les nouveaux coefficients de change pour un chiffre réalisé en Libye,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Terminé,30/Oct/25 12:17 PM,équipe support et maintenance,,,,5,,,,,,,,2700,2700,,2700,2700,31/Oct/25 2:17 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-10-31T14:16:45.975+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,50,,,Demandes support récurrentes,Sirine Boubaker,5f06f55107efc40028e47d60
Bug,AWA-11665,55211,[Egypte] : configuration masquage = non ; impact sur panier regroupement / erreur 500,Nacer Benkhalifa,712020:de263b22-2db5-420a-a2d2-051a4e34a2e4,Terminé,30/Oct/25 11:27 AM,équipe support et maintenance,,,5,5,,,,,,,,600,600,,600,600,31/Oct/25 5:07 PM,,,{},,,,5,Wael Dghaies,6149e14a72728e006f96a35e,Regroupement des commandes,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Support,AWA-11664,55210,[Tunisie] [Calcul octobre 2025] : Suivi Staff ARVEA,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Terminé,30/Oct/25 9:52 AM,équipe support et maintenance,,,,5,,,,,,,,3600,3600,,3600,3600,03/Nov/25 8:16 AM,,,{},,,,20,,,Demandes support récurrentes,Sirine Boubaker,5f06f55107efc40028e47d60
Support,AWA-11662,55208,[Tous pays] [Calcul octobre 2025] : Liste staff à accéder au système ARVEA le 01/11/2025,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Terminé,30/Oct/25 9:19 AM,équipe support et maintenance,,,,5,,,,,,,,3600,3600,,3600,3600,03/Nov/25 8:29 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-10-31T14:16:01.359+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,45,,,Demandes support récurrentes,Sirine Boubaker,5f06f55107efc40028e47d60
Support,AWA-11661,55205,"[Libye] : Ajout d'une banque coté admin "" Bureau El Ghazella",Wael Dghaies,6149e14a72728e006f96a35e,Déployé,29/Oct/25 4:05 PM,équipe support et maintenance,,,,5,,,,,,,,900,900,,900,900,29/Oct/25 4:48 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-10-29T16:37:32.252+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,20,,,Demandes support récurrentes,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Improvement,AWA-11660,55204,Modification des champs Code à barre principal et secondaire optionnels,Asma Ayari,5d0a4409307c2e0bc4038d00,Terminé,29/Oct/25 3:50 PM,équipe support et maintenance,,,,5,,,,,,,,1800,1800,,1800,1800,14/Nov/25 4:07 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-11-14T16:16:18.135+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,60,,,unclassified,Wala Dghaies,712020:c4b8ba76-87d5-4d57-98c6-6acb796e2749
Support,AWA-11659,55203,[ARVEA MIDDLE EAST] : AC Boost : Prolongation pour la date de 29/10/2025,Wael Dghaies,6149e14a72728e006f96a35e,Déployé,29/Oct/25 12:29 PM,équipe support et maintenance,,,,5,,,,,,,,1800,1800,,1800,1800,29/Oct/25 2:53 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-10-29T14:40:15.768+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,30,,,Demandes support récurrentes,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Support,AWA-11657,55195,[Egypte] Super démarrage exceptionnel pour les conseillers Egyptiens Liste 4 Novembre,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Déployé,28/Oct/25 4:21 PM,équipe support et maintenance,,,,5,,,,,,,,5400,5400,,5400,5400,01/Dec/25 10:18 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-11-01T09:11:58.036+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,20,,,Demandes support récurrentes,Sirine Boubaker,5f06f55107efc40028e47d60
Support,AWA-11656,55177,"[TN- DZ] : Insertion bon d'achats dans le système / Challenge ""Road to Egypt"": Bons 28/10",Wael Dghaies,6149e14a72728e006f96a35e,Déployé,28/Oct/25 2:02 PM,équipe support et maintenance,,,,5,,,,,,,,900,900,,900,900,29/Oct/25 11:14 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-10-29T08:53:42.579+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,15,,,Demandes support récurrentes,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Support,AWA-11654,55159,[Egypte] : Changement du fuseau horaire du UTC+3 ==> UTC+2 la nuitée du jeudi octobre 2025,Wael Dghaies,6149e14a72728e006f96a35e,Déployé,27/Oct/25 10:58 AM,équipe support et maintenance,,,,5,,,,,,,,1800,1800,,1800,1800,31/Oct/25 8:11 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2025-10-30T17:14:22.746+0100"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,30,,,Demandes support récurrentes,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Technical Task,AWA-11653,55158,[Bonus Box] [Test unitaire] Vérification de l’évolution du solde de bonus box  (courbe interactive),Wael Dghaies,6149e14a72728e006f96a35e,Déployé,27/Oct/25 10:15 AM,équipe support et maintenance,,,,5,,,,,,,,18000,18000,,18000,18000,12/Nov/25 8:12 AM,,,"{pullrequest={dataType=pullrequest, state=DECLINED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-11-10T14:16:02.211+0100"",""stateCount"":1,""state"":""DECLINED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,420,,,Bonus Box,Wael Dghaies,6149e14a72728e006f96a35e
Support,AWA-11651,55142,[TN][LY] : AC Boost + 35% du 27 au 30 Octobre 2025,Nacer Benkhalifa,712020:de263b22-2db5-420a-a2d2-051a4e34a2e4,Terminé,25/Oct/25 9:57 AM,équipe support et maintenance,,,5,2,,,,,,,,300,300,,300,300,25/Oct/25 11:38 AM,,,{},,,,5,,,Demandes support récurrentes,Sirine Boubaker,5f06f55107efc40028e47d60
Exigence,AWA-11648,55128,[Togo](Système) Envoyer à ARVEA le 2 de chaque mois l'export des commissions - Nouveau fichier pour pays Togo,Wael Dghaies,6149e14a72728e006f96a35e,Déployé,24/Oct/25 10:15 AM,équipe support et maintenance,,,,0,,,,,,,,7200,7200,,7200,7200,28/Oct/25 11:43 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-10-28T11:45:21.563+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,75,,,Calcul,Sirine Boubaker,5f06f55107efc40028e47d60
Bug,AWA-11647,55125,[PROD] Erreur lors du lancement de la commande d’export du calcul,Wael Dghaies,6149e14a72728e006f96a35e,Déployé,24/Oct/25 9:53 AM,équipe support et maintenance,🟠 Majeur,,10,5,,,,,,,,3600,3600,,3600,3600,24/Oct/25 11:45 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-10-24T11:36:49.850+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,48,Ichraf Moula,557058:7e9bddf5-d3f4-4d98-8472-c5462d54b4a4,Export,Wael Dghaies,6149e14a72728e006f96a35e
Exigence,AWA-11646,55124,[Lancement nouveau pays Togo] Export calcul/ Ajout Fichier : Salaires_TG,Wael Dghaies,6149e14a72728e006f96a35e,Déployé,24/Oct/25 9:42 AM,équipe support et maintenance,,,,0,,,,,,,,7200,7200,,7200,7200,28/Oct/25 9:31 AM,,,"{branch={count=1, dataType=branch}, json={""cachedValue"":{""errors"":[],""summary"":{""branch"":{""overall"":{""count"":1,""lastUpdated"":""2025-10-24T11:36:46.000+0100"",""dataType"":""branch""},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,150,,,Calcul,Sirine Boubaker,5f06f55107efc40028e47d60
